id,title,price,currency,location,condition,brand,date_posted,url,scraped_at,brand_version,price_range,is_brand_new,title_length,ram_gb,storage_gb
532,Apple iPhone 14 (Used),116000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1673,2026-02-21 02:38:15,14,100k-200k,0,22,,
533,Apple iPhone 14 6GB|128GB (Brand New),162990.0,LKR,Colombo,Brand New,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-14-6gb128gb-brand-new-for-sale-colombo,2026-02-21 02:38:15,14,100k-200k,1,37,,6.0
534,Apple iPhone 13 128GB (Used),99950.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11299,2026-02-21 02:38:15,13,60k-100k,0,28,,128.0
535,OnePlus 13 16GB 512GB (Brand New),229050.0,LKR,Colombo,Brand New,OnePlus,10 hours,https://ikman.lk/en/ad/oneplus-13-16gb-512gb-brand-new-for-sale-colombo-2,2026-02-21 02:38:15,13,>200k,1,33,,16.0
536,Apple iPhone 14 Pro Max 256GB (Used),178999.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-colombo-4977,2026-02-21 02:38:15,14,100k-200k,0,36,,256.0
537,Samsung Galaxy A55 8GB 256GB (Used),63000.0,LKR,Kalutara,Used,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-a55-8gb-256gb-used-for-sale-kalutara-5,2026-02-21 02:38:15,A55,60k-100k,0,35,,8.0
538,WIRELESS HEADPHONE | CELEBRAT A40,7900.0,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/wireless-headphone-celebrat-a40-for-sale-colombo,2026-02-21 02:38:15,A40,<10k,0,33,,
539,Apple iPhone 14 (Used),113000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1671,2026-02-21 02:38:15,14,100k-200k,0,22,,
540,Apple iPhone SE 2 (Used),35000.0,LKR,Batticaloa,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-se-2-used-for-sale-batticaloa-83,2026-02-21 02:38:15,2,30k-60k,0,24,,
541,Apple Watch SE 3 44MM Starlight,91490.0,LKR,Colombo,Unknown,Apple,10 hours,https://ikman.lk/en/ad/apple-watch-se-3-44mm-starlight-for-sale-colombo-4,2026-02-21 02:38:15,3,60k-100k,0,31,,
542,Samsung Galaxy S23 Ultra 256GB (Used),149000.0,LKR,Kurunegala,Used,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-s23-ultra-256gb-used-for-sale-kurunegala-15,2026-02-21 02:38:15,S23,100k-200k,0,37,,256.0
543,OnePlus 15R 12GB 256GB (Brand New),172050.0,LKR,Colombo,Brand New,OnePlus,10 hours,https://ikman.lk/en/ad/oneplus-15r-12gb-256gb-brand-new-for-sale-colombo-33,2026-02-21 02:38:15,15R,100k-200k,1,34,,12.0
544,Apple Watch Ultra 2 2024 Dark Green Alpine,192980.0,LKR,Colombo,Unknown,Apple,10 hours,https://ikman.lk/en/ad/apple-watch-ultra-2-2024-dark-green-alpine-for-sale-colombo-4,2026-02-21 02:38:15,2,100k-200k,0,42,,
545,Apple iPhone 7 Plus (Used),23500.0,LKR,Trincomalee,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-7-plus-red-edition-used-for-sale-trincomalee-3,2026-02-21 02:38:15,7,10k-30k,0,26,,
546,Apple iPhone 7 Plus 128 gb (Used),18500.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-7-plus-128-gb-used-for-sale-colombo-1775,2026-02-21 02:38:15,7,10k-30k,0,33,,128.0
547,Whoop Peak 5.0,79900.0,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/whoop-peak-50-for-sale-colombo-1,2026-02-21 02:38:15,5,60k-100k,0,14,,
548,Apple iPhone 14 Pro (Used),156000.0,LKR,Kalutara,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-kalutara-280,2026-02-21 02:38:15,14,100k-200k,0,26,,
549,Apple iPhone 17 Pro eSIM 256GB (Brand New),375900.0,LKR,Colombo,Brand New,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-17-pro-esim-256gb-brand-new-for-sale-colombo-7,2026-02-21 02:38:15,17,>200k,1,42,,256.0
550,Samsung Galaxy M17 5G 8GB 128GB (Brand New),55911.0,LKR,Colombo,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-m17-5g-8gb-128gb-brand-new-for-sale-colombo-6,2026-02-21 02:38:15,M17,30k-60k,1,43,,8.0
551,Apple iPhone 11 (Used),59999.0,LKR,Kalutara,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-kalutara-1410,2026-02-21 02:38:15,11,30k-60k,0,22,,
552,Samsung Galaxy M16 5G 6GB 128GB (Brand New),47501.0,LKR,Colombo,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-m16-5g-6gb-128gb-brand-new-for-sale-colombo-24,2026-02-21 02:38:15,M16,30k-60k,1,43,,6.0
553,Apple iPhone 16 Pro 128GB (Used),239000.0,LKR,Colombo,Used,Apple,,https://ikman.lk/en/ad/apple-iphone-16-pro-128gb-used-for-sale-colombo-671,2026-02-21 02:38:17,16,>200k,0,32,,128.0
554,OnePlus 13R 12GB 256GB (Brand New),137000.0,LKR,Colombo,Brand New,OnePlus,10 hours,https://ikman.lk/en/ad/oneplus-13r-12gb-256gb-brand-new-for-sale-colombo-30,2026-02-21 02:38:17,13R,100k-200k,1,34,,12.0
555,Samsung Galaxy M02 (Used),11500.0,LKR,Colombo,Used,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-m02-32-used-for-sale-colombo,2026-02-21 02:38:17,M02,10k-30k,0,25,,
556,Apple iPhone 12 128GB (Used),74999.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9723,2026-02-21 02:38:17,12,60k-100k,0,28,,128.0
557,BLUETOOTH HEADPHONE|CELEBRAT A35,6900.0,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/bluetooth-headphonecelebrat-a35-for-sale-colombo,2026-02-21 02:38:17,A35,<10k,0,32,,
558,Samsung Galaxy S22 Ultra (Used),115000.0,LKR,Nuwara Eliya,Used,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-s22-ultra-used-for-sale-nuwara-eliya-2,2026-02-21 02:38:17,S22,100k-200k,0,31,,
559,Google Pixel 9 Pro XL (Brand New),224000.0,LKR,Kurunegala,Brand New,Google,10 hours,https://ikman.lk/en/ad/google-pixel-9-pro-xl-brand-new-for-sale-kurunegala,2026-02-21 02:38:17,9,>200k,1,33,,
560,Apple iPhone 17 Pro Max eSIM 256GB (Brand New),409900.0,LKR,Colombo,Brand New,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-17-pro-max-esim-256gb-brand-new-for-sale-colombo-6,2026-02-21 02:38:17,17,>200k,1,46,,256.0
561,Apple iPhone 16 Pro Max 512GB (Used),315000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-16-pro-max-512gb-used-for-sale-colombo-287,2026-02-21 02:38:17,16,>200k,0,36,,512.0
562,Apple iPhone 12 Pro 256GB (Used),102999.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10337,2026-02-21 02:38:17,12,100k-200k,0,32,,256.0
563,Samsung Galaxy Watch 8 44 Mm,68990.0,LKR,Colombo,Unknown,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-watch-8-44-mm-for-sale-colombo-13,2026-02-21 02:38:17,8,60k-100k,0,28,,
564,Samsung Galaxy Z Flip 7 12GB 512GB (Brand New),264910.0,LKR,Colombo,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-z-flip-7-12gb-512gb-brand-new-for-sale-colombo-51,2026-02-21 02:38:17,7,>200k,1,46,,12.0
565,Apple Airpods 4,35990.0,LKR,Colombo,Unknown,Apple,10 hours,https://ikman.lk/en/ad/apple-airpods-4-for-sale-colombo-336,2026-02-21 02:38:17,4,30k-60k,0,15,,
566,Samsung Galaxy A36 5G 8GB 128GB (Brand New),69890.0,LKR,Colombo,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-a36-5g-8gb-128gb-brand-new-for-sale-colombo-93,2026-02-21 02:38:17,A36,60k-100k,1,43,,8.0
567,Samsung Galaxy A36 5G 12GB 256GB (Brand New),84890.0,LKR,Colombo,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-a36-5g-12gb-256gb-brand-new-for-sale-colombo-96,2026-02-21 02:38:17,A36,60k-100k,1,44,,12.0
568,Samsung Galaxy A36 5G 8GB 256GB (Brand New),79890.0,LKR,Colombo,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-a36-5g-8gb-256gb-brand-new-for-sale-colombo-80,2026-02-21 02:38:17,A36,60k-100k,1,43,,8.0
569,Apple iPhone 13 128GB (Used),100000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11545,2026-02-21 02:38:17,13,100k-200k,0,28,,128.0
570,Apple iPhone 13 mini 256GB (Used),90000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-13-mini-256gb-used-for-sale-colombo-304,2026-02-21 02:38:17,13,60k-100k,0,33,,256.0
571,Samsung Galaxy A56 5G 12GB 256GB (Brand New),101990.0,LKR,Colombo,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-a56-5g-12gb-256gb-brand-new-for-sale-colombo-98,2026-02-21 02:38:17,A56,100k-200k,1,44,,12.0
572,Samsung Galaxy A56 5G 8GB 128GB (Brand New),86999.0,LKR,Colombo,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-a56-5g-8gb-128gb-brand-new-for-sale-colombo-102,2026-02-21 02:38:17,A56,60k-100k,1,43,,8.0
573,Apple iPhone 15 128GB (Used),162000.0,LKR,Gampaha,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-gampaha-725,2026-02-21 02:38:17,15,100k-200k,0,28,,128.0
574,BLUETOOTH HEADPHNE ASPOR A618,5900.0,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/bluetooth-headphne-aspor-a618-for-sale-colombo,2026-02-21 02:38:18,A618,<10k,0,29,,
575,Apple iPhone 13 mini 128GB (Used),85000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-13-mini-128gb-used-for-sale-colombo-787,2026-02-21 02:38:18,13,60k-100k,0,33,,128.0
576,Oppo A3s (Used),12000.0,LKR,Batticaloa,Used,Oppo,10 hours,https://ikman.lk/en/ad/oppo-a3s-used-for-sale-batticaloa-13,2026-02-21 02:38:18,A3S,10k-30k,0,15,,
577,Google Pixel 8 Pro 5G|8GB|128GB (Brand New),157990.0,LKR,Colombo,Brand New,Google,10 hours,https://ikman.lk/en/ad/google-pixel-8-pro-5g8gb128gb-brand-new-for-sale-colombo,2026-02-21 02:38:18,8,100k-200k,1,43,,8.0
578,Samsung Galaxy A17 6GB+128GB (Brand New),46990.0,LKR,Colombo,Brand New,Samsung,,https://ikman.lk/en/ad/samsung-galaxy-a17-6gb128gb-brand-new-for-sale-colombo-56,2026-02-21 02:38:21,A17,30k-60k,1,40,,6.0
579,Baseus Bipow 25W 20000 Digital Display Power Bank,7800.0,LKR,Colombo,Unknown,Other,,https://ikman.lk/en/ad/baseus-bipow-25w-20000-digital-display-power-bank-for-sale-colombo-2,2026-02-21 02:38:21,25W,<10k,0,49,,
580,Xiaomi Redmi A5 4GB 128GB (Brand New),27990.0,LKR,Gampaha,Brand New,Xiaomi,,https://ikman.lk/en/ad/xiaomi-redmi-a5-4gb-128gb-brand-new-for-sale-gampaha-7,2026-02-21 02:38:21,A5,10k-30k,1,37,,4.0
581,Apple iPhone 12 Pro 128GB /256GB (Used),98000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-256gb-used-for-sale-colombo-283,2026-02-21 02:38:21,12,60k-100k,0,39,,128.0
582,WIRELESS EARBUDS JBL WAVE 200TWs,18499.0,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/wireless-earbuds-jbl-wave-200tws-for-sale-colombo,2026-02-21 02:38:21,200TWS,10k-30k,0,32,,
583,Apple iPhone 11 Pro Max (Used),87500.0,LKR,Kandy,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-kandy-1150,2026-02-21 02:38:21,11,60k-100k,0,30,,
584,Xiaomi Redmi Note 13 Pro Plus 12GB 256GB (Used),59000.0,LKR,Kalutara,Used,Xiaomi,10 hours,https://ikman.lk/en/ad/xiaomi-redmi-note-13-pro-plus-12gb-256gb-used-for-sale-kalutara-3,2026-02-21 02:38:21,13,30k-60k,0,47,,12.0
585,Xiaomi Redmi A5 (Used),28000.0,LKR,Ampara,Used,Xiaomi,10 hours,https://ikman.lk/en/ad/xiaomi-redmi-a5-brand-new-for-sale-ampara,2026-02-21 02:38:21,A5,10k-30k,0,22,,
586,Apple iPhone 11 Pro (Used),70000.0,LKR,Gampaha,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-gampaha-2123,2026-02-21 02:38:21,11,60k-100k,0,26,,
587,WIRELESS EARBUDS BASEUS BOWIE E13,8500.0,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/wireless-earbuds-baseus-bowie-e13-for-sale-colombo,2026-02-21 02:38:21,E13,<10k,0,33,,
588,Air Pod 4 Anc,44000.0,LKR,Trincomalee,Unknown,Other,10 hours,https://ikman.lk/en/ad/airpod-4-anc-for-sale-trincomalee,2026-02-21 02:38:21,4,30k-60k,0,13,,
589,Apple iPhone XS Max 256GB (Used),46500.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-xs-max-256gb-used-for-sale-colombo-4101,2026-02-21 02:38:21,256GB,30k-60k,0,32,,256.0
590,Samsung Galaxy A10s (Used),13000.0,LKR,Colombo,Used,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-a10s-used-for-sale-colombo-1541,2026-02-21 02:38:21,A10S,10k-30k,0,26,,
591,Vivo Y19 8/256GB (Used),17900.0,LKR,Ratnapura,Used,Vivo,10 hours,https://ikman.lk/en/ad/vivo-y19-8-256-used-for-sale-ratnapura,2026-02-21 02:38:21,Y19,10k-30k,0,23,,256.0
592,Apple iPhone 7 (Used),13500.0,LKR,Batticaloa,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-batticaloa-858,2026-02-21 02:38:21,7,10k-30k,0,21,,
593,Moto G04s Motorola (Used),22000.0,LKR,Galle,Used,Motorola,10 hours,https://ikman.lk/en/ad/moto-g04s-motorola-used-for-sale-galle,2026-02-21 02:38:21,G04S,10k-30k,0,25,,
594,Google Pixel 7 128GB (Used),69500.0,LKR,Colombo,Used,Google,10 hours,https://ikman.lk/en/ad/google-pixel-7-128gb-used-for-sale-colombo-630,2026-02-21 02:38:21,7,60k-100k,0,27,,128.0
595,Samsung Galaxy S9+ 6GB 64GB (Used),18500.0,LKR,Kandy,Used,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-s9-6gb-64gb-used-for-sale-kandy-2,2026-02-21 02:38:21,S9,10k-30k,0,34,,6.0
596,WIRELESS EARBUDS BASEUS E17,9500.0,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/wireless-earbuds-baseus-e17-for-sale-colombo,2026-02-21 02:38:21,E17,<10k,0,27,,
597,A396 20000mah Power Bank 22.5W,4990.0,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/a396-20000mah-power-bank-225w-for-sale-colombo-1,2026-02-21 02:38:21,A396,<10k,0,30,,
598,Apple iPhone 13 Pro 256GB (Used),134999.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-colombo-4835,2026-02-21 02:38:21,13,100k-200k,0,32,,256.0
599,Apple iPhone 12 128GB (Used),80000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9722,2026-02-21 02:38:21,12,60k-100k,0,28,,128.0
600,Apple iPhone 12 mini 128GB (Used),65000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-12-mini-128gb-used-for-sale-colombo-1625,2026-02-21 02:38:21,12,60k-100k,0,33,,128.0
601,Samsung Galaxy Watch 8 40 Mm,62799.0,LKR,Colombo,Unknown,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-watch-8-40-mm-for-sale-colombo-11,2026-02-21 02:38:21,8,60k-100k,0,28,,
602,Apple iPhone 12 Pro (Used),95800.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3984,2026-02-21 02:38:21,12,60k-100k,0,26,,
603,Apple iPhone 15 Pro 128GB (Used),197999.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-colombo-1514,2026-02-21 02:38:21,15,100k-200k,0,32,,128.0
604,Apple iPhone 12 Pro (Used),98000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3983,2026-02-21 02:38:21,12,60k-100k,0,26,,
605,Apple iPhone 11 Pro Max 256GB (Used),90000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-colombo-6474,2026-02-21 02:38:21,11,60k-100k,0,36,,256.0
606,Apple iPhone 14 128GB (Used),110000.0,LKR,Puttalam,Used,Apple,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-puttalam-44,2026-02-21 02:38:25,14,100k-200k,0,28,,128.0
607,Apple iPhone 17 Pro Max 256GB (Used),410900.0,LKR,Gampaha,Used,Apple,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-used-for-sale-gampaha-10,2026-02-21 02:38:25,17,>200k,0,36,,256.0
608,Airpods 4 ANC,49998.0,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/airpods-4-anc-for-sale-colombo-92,2026-02-21 02:38:25,4,30k-60k,0,13,,
609,Samsung Galaxy A56 5G| 8GB|128GB (Brand New),88990.0,LKR,Colombo,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-a56-5g-8gb128gb-brand-new-for-sale-colombo-2,2026-02-21 02:38:25,A56,60k-100k,1,44,,8.0
610,Samsung Galaxy A56 5G 8GB 256GB (Brand New),95989.0,LKR,Colombo,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-a56-5g-8gb-256gb-brand-new-for-sale-colombo-62,2026-02-21 02:38:25,A56,60k-100k,1,43,,8.0
611,Apple iPhone 11 128GB (Used),65000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19058,2026-02-21 02:38:25,11,60k-100k,0,28,,128.0
612,Samsung Galaxy A56 8/256GB (Brand New),167900.0,LKR,Kandy,Brand New,Samsung,10 hours,https://ikman.lk/en/ad/samsung-galaxy-a56-8-256gb-brand-new-for-sale-kandy-6,2026-02-21 02:38:25,A56,100k-200k,1,38,,256.0
613,Apple iPhone 12 Pro (Used),96000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3982,2026-02-21 02:38:25,12,60k-100k,0,26,,
614,Galaxy Buds Core,12998.0,LKR,Colombo,Unknown,Other,10 hours,https://ikman.lk/en/ad/galaxy-buds-core-for-sale-colombo-18,2026-02-21 02:38:25,GALAXY,10k-30k,0,16,,
615,OnePlus 15R 12GB 256GB (Brand New),158990.0,LKR,Colombo,Brand New,OnePlus,10 hours,https://ikman.lk/en/ad/oneplus-15r-12gb-256gb-brand-new-for-sale-colombo-30,2026-02-21 02:38:25,15R,100k-200k,1,34,,12.0
616,Apple iPhone 11 (Used),62800.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8199,2026-02-21 02:38:25,11,60k-100k,0,22,,
617,NUBIANEO 8+10GB256GB (Used),35000.0,LKR,Colombo,Used,Other,10 hours,https://ikman.lk/en/ad/nubianeo-810gb256gb-used-for-sale-colombo,2026-02-21 02:38:25,8,30k-60k,0,27,,
618,Apple iPhone 11 (Used),61900.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8198,2026-02-21 02:38:25,11,60k-100k,0,22,,
619,Xiaomi Poco M4 Pro 5G 6GB 128GB (Used),23500.0,LKR,Colombo,Used,Xiaomi,10 hours,https://ikman.lk/en/ad/xiaomi-poco-m4-pro-5g-6gb-ram-128gb-rom-used-for-sale-colombo-1,2026-02-21 02:38:25,M4,10k-30k,0,38,,6.0
620,iqoo NEO 10R 12+256 (Used),65000.0,LKR,Colombo,Used,iQOO,10 hours,https://ikman.lk/en/ad/iqoo-neo-10r-12256-used-for-sale-colombo,2026-02-21 02:38:25,10R,60k-100k,0,26,,
621,Google Pixel 8 5G|8GB|128GB (Brand New),136990.0,LKR,Colombo,Brand New,Google,10 hours,https://ikman.lk/en/ad/google-pixel-8-5g8gb128gb-brand-new-for-sale-colombo-1,2026-02-21 02:38:25,8,100k-200k,1,39,,8.0
622,Apple iPhone 11 Pro 256GB (Used),83000.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-colombo-11493,2026-02-21 02:38:25,11,60k-100k,0,32,,256.0
623,Apple iPhone 15 128GB (Brand New),181990.0,LKR,Colombo,Brand New,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-15-128gb-brand-new-for-sale-colombo-963,2026-02-21 02:38:25,15,100k-200k,1,33,,128.0
624,Apple iPhone 14 128GB (Used),124999.0,LKR,Colombo,Used,Apple,10 hours,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5950,2026-02-21 02:38:25,14,100k-200k,0,28,,128.0
625,Apple iPhone 16 Pro 128GB (Used),239000.0,LKR,Kurunegala,Used,Apple,11 hours,https://ikman.lk/en/ad/apple-iphone-16-pro-128gb-used-for-sale-kurunegala-33,2026-02-21 02:38:25,16,>200k,0,32,,128.0
626,Oppo A93S 5G 8GB 256GB (Used),28000.0,LKR,Colombo,Used,Oppo,11 hours,https://ikman.lk/en/ad/oppo-a93s-5g-8gb-256gb-used-for-sale-colombo-4,2026-02-21 02:38:25,A93S,10k-30k,0,29,,8.0
627,NECKBAND ANKER LIFE U2i,6500.0,LKR,Colombo,Unknown,Other,11 hours,https://ikman.lk/en/ad/neckband-anker-life-u2i-for-sale-colombo,2026-02-21 02:38:25,U2I,<10k,0,23,,
628,Apple iPhone 7 (Used),13500.0,LKR,Batticaloa,Used,Apple,11 hours,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-batticaloa-857,2026-02-21 02:38:25,7,10k-30k,0,21,,
629,Samsung Galaxy A07 6/128GB (Brand New),47900.0,LKR,Kandy,Brand New,Samsung,11 hours,https://ikman.lk/en/ad/samsung-galaxy-a07-6-128gb-brand-new-for-sale-kandy-9,2026-02-21 02:38:25,A07,30k-60k,1,38,,128.0
630,Apple iPhone 16 Plus 256GB (Used),254999.0,LKR,Gampaha,Used,Apple,11 hours,https://ikman.lk/en/ad/apple-iphone-16-plus-256gb-used-for-sale-gampaha-3,2026-02-21 02:38:25,16,>200k,0,33,,256.0
631,Apple iPhone 14 Pro Max 128GB PURPLE FULLSET (Used),176999.0,LKR,Colombo,Used,Apple,11 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-max-128gb-purple-fullset-used-for-sale-colombo-8,2026-02-21 02:38:25,14,100k-200k,0,51,,128.0
632,Oppo A5 Pro 256GB 8GBRAM 50M (Brand New),25100.0,LKR,Colombo,Brand New,Oppo,,https://ikman.lk/en/ad/oppo-a5-pro-256gb-8gbram-50m-brand-new-for-sale-colombo-2,2026-02-21 02:38:29,A5,10k-30k,1,40,8.0,256.0
633,Apple iPhone 17 256gb (Brand New),285000.0,LKR,Vavuniya,Brand New,Apple,,https://ikman.lk/en/ad/apple-iphone-17-256gb-brand-new-for-sale-vavuniya-2,2026-02-21 02:38:29,17,>200k,1,33,,256.0
634,Moto G24 POWER 4GB 128GB (Used),21000.0,LKR,Colombo,Used,Other,11 hours,https://ikman.lk/en/ad/moto-g24-power-4gb-128gb-used-for-sale-colombo-1,2026-02-21 02:38:29,G24,10k-30k,0,31,,4.0
635,Google Pixel 7 Pro 5G|8GB|128GB (Brand New),115990.0,LKR,Colombo,Brand New,Google,11 hours,https://ikman.lk/en/ad/google-pixel-7-pro-5g8gb128gb-brand-new-for-sale-colombo,2026-02-21 02:38:29,7,100k-200k,1,43,,8.0
636,Realme 9i (Used),22500.0,LKR,Colombo,Used,Realme,11 hours,https://ikman.lk/en/ad/realme-9i-6gb-128gb-used-for-sale-colombo,2026-02-21 02:38:29,9I,10k-30k,0,16,,
637,WIRELESS EARBUDS ANKER LIBERTY 5 ANC,24900.0,LKR,Colombo,Unknown,Other,11 hours,https://ikman.lk/en/ad/wireless-earbuds-anker-liberty-5-anc-for-sale-colombo,2026-02-21 02:38:29,5,10k-30k,0,36,,
638,Apple iPhone 15 Pro 128GB (Used),188000.0,LKR,Kurunegala,Used,Apple,11 hours,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-kurunegala-98,2026-02-21 02:38:29,15,100k-200k,0,32,,128.0
639,Apple iPhone 12 Pro 256GB (Used),100000.0,LKR,Gampaha,Used,Apple,11 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8812,2026-02-21 02:38:29,12,100k-200k,0,32,,256.0
640,Huawei P50 Pro 8+3GB 256GB (Used),24000.0,LKR,Colombo,Used,Huawei,11 hours,https://ikman.lk/en/ad/huawei-p50-pro-83gb-256gb-used-for-sale-colombo,2026-02-21 02:38:29,P50,10k-30k,0,33,,3.0
641,Apple iPhone 13 mini 5G- cinematic (Used),85000.0,LKR,Colombo,Used,Apple,11 hours,https://ikman.lk/en/ad/apple-iphone-13-mini-5g-cinematic-used-for-sale-colombo-261,2026-02-21 02:38:29,13,60k-100k,0,41,,
642,Apple iPhone 15 128GB (Used),140000.0,LKR,Kurunegala,Used,Apple,11 hours,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-kurunegala-158,2026-02-21 02:38:29,15,100k-200k,0,28,,128.0
643,Realme C25 4GB RAM 128GB ROM (Used),21500.0,LKR,Colombo,Used,Realme,11 hours,https://ikman.lk/en/ad/realme-c25-4gb-ram-128gb-rom-used-for-sale-colombo,2026-02-21 02:38:29,C25,10k-30k,0,35,4.0,128.0
644,Apple iPhone 14 Pro 128GB (Used),147000.0,LKR,Kurunegala,Used,Apple,11 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-used-for-sale-kurunegala-120,2026-02-21 02:38:29,14,100k-200k,0,32,,128.0
